45 2411
2487 5473
10876 6784
46805 13916
226064 0
(7,7)
(8,6)
(7,5)
(7,4)
(6,6)
(8,4)
(5,5)
(4,4)
(8,8)
(9,9)
(5,7)
(8,5)
(4,8)
(3,9)
(8,7)
(6,7)
(7,6)
(5,4)
(6,4)
(8,2)
(8,3)
(9,6)
(6,3)
(9,8)
(9,7)
(10,7)
(11,8)
(10,6)
(7,9)
(7,8)
(6,10)
(5,11)
(8,9)
(11,6)
(12,6)
(8,10)
(5,9)
(12,5)
(13,4)
(3,7)
(7,11)
(8,12)
(6,5)
(6,2)
(3,5)
(4,5)
(7,3)
(5,6)
(3,4)
(5,3)
(9,3)
(10,3)
(4,9)
(6,9)
(4,6)
(6,8)
(2,4)
(1,3)
(4,10)
(4,7)
(4,11)
(4,12)
(10,4)
(9,2)
(7,2)
(11,4)
(11,5)
(13,6)
