28 1131
1207 4183
10316 10942
101040 29534
895265 0
(7,7)
(8,6)
(7,5)
(7,8)
(6,6)
(8,8)
(5,5)
(8,7)
(8,5)
(6,5)
(4,4)
(3,3)
(5,7)
(4,8)
(8,4)
(9,3)
(6,8)
(6,9)
(9,6)
(8,9)
(8,10)
(7,9)
(5,9)
(10,9)
(9,9)
(9,8)
(7,6)
(5,10)
(4,11)
(10,8)
(11,8)
(11,10)
(12,11)
(10,7)
(7,4)
(7,3)
(6,3)
(5,2)
(6,4)
(5,4)
(9,4)
(10,4)
